EventID,EventDateDisplayRange,Title,Merge_Candidate,Area,Lon,Lat,EventVenueAddress,EventVenueFacilityName,EventVenueCity,EventVenueState,EventVenueZip,EventWebsite
17320,"APRIL 18-19, 2020",Longleaf Pine  ,Long Leaf Pine Horse Trials - CHP,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,http://www.carolinahorsepark.com/
17615,"APRIL 17-18, 2021",Longleaf Pine  ,Long Leaf Pine Horse Trials - CHP,2,-79.366325,35.01506,2814 Montrose Rd,Carolina Horse Park,Raeford,NC,28376,http://www.carolinahorsepark.com/
17325,"APRIL 25-26, 2020",Loudoun Hunt Pony Club Spring  ,Loudoun Hunt Pony Club Spring Horse Trial (April 2,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,https://loudounhunt.ponyclub.org/pages/334.aspx
17619,"APRIL 24-25, 2021",Loudoun Hunt Pony Club Spring  ,Loudoun Hunt Pony Club Spring Horse Trial (April 2,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,https://loudounhunt.ponyclub.org/pages/334.aspx
17391,"JUNE 27-28, 2020",Loudoun Hunt Pony Club Summer  ,Loudoun Hunt Pony Club Summer H.T.,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,https://loudounhunt.ponyclub.org/pages/542.aspx
17689,"JUNE 26-27, 2021",Loudoun Hunt Pony Club Summer   ,Loudoun Hunt Pony Club Summer H.T.,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,https://loudounhunt.ponyclub.org/pages/542.aspx
17639,"MAY 15-16, 2021",Majestic Oaks Ocala    ,Majestic Oaks Schooling Show,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://majesticoaksocala.com
17804,"NOVEMBER 13-14, 2021", Horse Trials at Majestic Oaks,Majestic Oaks Horse Trials,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://www.MajesticOaksOcala.com
17268,"JANUARY 10-12, 2020", Horse Trials at Majestic Oaks ,Majestic Oaks June Schooling Show,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://majesticoaksocala.com
17338,"MAY 9-10, 2020", Horse Trials at Majestic Oaks ,Majestic Oaks Schooling Horse Trials,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://majesticoaksocala.com
17299,3-Oct, Horse Trials at Majestic Oaks ,Majestic Oaks Schooling Show,3,-82.213234,29.403458,17500 N US Hwy 441,Exmoor Farm,Reddick,FL,32686,http://majesticoaksocala.com
17466,20-Sep,Marlborough H.T,Marlborough Horse Trials,2,-76.77887,38.779716,Rosaryville State Park,Rosaryville State Park,Upper Marlboro,MD,20772,http://www.marlboroughhorsetrials.org
17760,"SEPTEMBER 18-19, 2021",Marlborough H.T ,Marlborough Starter H.T.,2,-76.77887,38.779716,Rosaryville State Park,Rosaryville State Park,Upper Marlboro,MD,20772,http://www.marlboroughhorsetrials.org
17495,"OCTOBER 14-18, 2020",Maryland 5 Star at Fair Hill,Fair Hill International April Horse Trials,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
17784,"OCTOBER 13-17, 2021",Maryland 5 Star at Fair Hill,Fair Hill International August Horse Trials,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
17495,"OCTOBER 14-18, 2020",Maryland 5 Star at Fair Hill,Fair Hill International CCI****/***,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
17495,"OCTOBER 14-18, 2020",Maryland 5 Star at Fair Hill,Fair Hill International H.T.(May 2019),2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
17495,"OCTOBER 14-18, 2020",Maryland 5 Star at Fair Hill,Fair Hill International June Starter HT,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
17495,"OCTOBER 14-18, 2020",Maryland 5 Star at Fair Hill,Fair Hill International May Starter HT,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
17495,"OCTOBER 14-18, 2020",Maryland 5 Star at Fair Hill,Fair Hill Starter Horse Trials ,2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
17495,"OCTOBER 14-18, 2020",Maryland 5 Star at Fair Hill,Fair Hill Starter Horse Trials (September 2019),2,-75.839974,39.685218,400 Gallaher Rd,Fair Hill - Gallaher,Elkton,MD,21921,http://www.fairhillinternational.org
17348,"MAY 22-24, 2020",May-Daze at the Park  ,Needs Key Lookup,8,-84.5168,38.151688,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,http://www.champagnerun.com
17649,"MAY 28-30, 2021",May-Daze at the Park  ,Needs Key Lookup,8,-84.5168,38.151688,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,http://www.champagnerun.com
17645,"MAY 22-23, 2021",MCTA   at Shawan Downs,Needs Key Lookup,2,-76.695723,39.496716,1401 Shawan Rd.,Shawan Downs,Cockeysville,MD,21030,http://www.mdcta.com/
17329,"MAY 2-3, 2020","MCTA  , Inc","MCTA H.T., Inc(May 2019)",2,-76.695723,39.496716,1401 Shawan Rd.,Shawan Downs,Cockeysville,MD,21030,http://www.mdcta.com/
17298,"MARCH 13-15, 2020",MeadowCreek Park,Meadow Creek Park - The Spring Social Event,5,-96.640597,31.26988,1332 Highway 14 South,Meadowcreek Park,Kosse,TX,76653,http://www.MCPTexas.com
17589,"MARCH 13-14, 2021",MeadowCreek Park - The Spring Social Event,Meadowcreek Park HT-The Fall Social Event,5,-96.640597,31.26988,1332 Highway 14 South,Meadowcreek Park,Kosse,TX,76653,http://www.MCPTexas.com
17464,"SEPTEMBER 19-20, 2020",MeadowCreek Park H.T - The Fall Social Event,Meadowcreek Park HT-The Fall Social Event,5,-96.640597,31.26988,1332 Highway 14 South,Meadowcreek Park,Kosse,TX,76653,http://www.MCPTexas.com
17762,"SEPTEMBER 18-19, 2021",MeadowCreek Park H.T - The Fall Social Event ,Meadowcreek Park HT-The Fall Social Event,5,-96.640597,31.26988,1332 Highway 14 South,Meadowcreek Park,Kosse,TX,76653,http://www.MCPTexas.com
17525,"AUGUST 15-16, 2020",Metamora Hunt II Pony Club  ,Needs Key Lookup,8,-85.982407,42.132523,79561 Stapleton Rd,Chardon Valley Farm,Decatur,MI,49045,http://www.huntersrunfarm.com/
17730,"AUGUST 21-22, 2021",Metamora Hunt II Pony Club  ,Needs Key Lookup,8,-85.982407,42.132523,79561 Stapleton Rd,Chardon Valley Farm,Decatur,MI,49045,http://www.huntersrunfarm.com/
17816,"MAY 8-9, 2021",Miami Valley at Twin Towers,Needs Key Lookup,8,-80.908832,40.807526,31407 Schneider Rd,Stone Gate Farm,Hanoverton,OH,44423,http://
17488,10-Oct,Middle Tennessee Pony Club  ,Needs Key Lookup,3,-86.890627,36.055367,2500 Old Hickory Blvd,Percy Warner Park Eq Center,Nashville,TN,37221,https://middletennessee.ponyclub.org
17773,2-Oct,Middle Tennessee Pony Club  ,Needs Key Lookup,3,-86.890627,36.055367,2500 Old Hickory Blvd,Percy Warner Park Eq Center,Nashville,TN,37221,https://middletennessee.ponyclub.org
17378,"JUNE 19-21, 2020",Midsouth Pony Club  ,Bath Pony Club Mini Trial,8,-84.5168,38.151688,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,https://midsouth.ponyclub.org/
17685,"JUNE 25-27, 2021",Midsouth Pony Club  ,Bath Pony Club Mini Trial,8,-84.5168,38.151688,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,https://midsouth.ponyclub.org/
17339,25-Jul,Mill Creek Pony Club,Fox River Valley Pony Club HT,4,-94.475287,38.893713,12600 Old Raytown Rd,Longview Horse Park,Grandview,MO,64146,http://millcreek.ponyclub.org
17640,"MAY 15-16, 2021",Mill Creek Pony Club,Fox River Valley Pony Club HT,4,-94.475287,38.893713,12600 Old Raytown Rd,Longview Horse Park,Grandview,MO,64146,http://millcreek.ponyclub.org
17414,"JULY 30 - AUGUST 2, 2020",Millbrook  ,Millbrook H.T.(Aug 2019),1,-73.61338,41.861046,1031 Bangall-Amenia Rd,Riga Meadow at Coole Park,Millbrook,NY,12545,http://www.millbrookhorsetrials.com/
17716,"AUGUST 5-8, 2021",Millbrook   ,Millbrook H.T.(Aug 2019),1,-73.61338,41.861046,1031 Bangall-Amenia Rd,Riga Meadow at Coole Park,Millbrook,NY,12545,http://www.millbrookhorsetrials.com/
17801,"OCTOBER 2-3, 2021",Moqui Meadows   ,Needs Key Lookup,9,-105.073921,40.39275,8445 E County Rd,,Loveland,CO,80534,www.useventing.com
17777,"OCTOBER 6-10, 2021",Morven Park Fall International ,Morven Park Fall International H.T. & CCIS,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,http://www.morvenpark.org
17476,"OCTOBER 1-4, 2020",Morven Park Fall International   & CCIS,Morven Park Fall International H.T. & CCIS-2/3/4*,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,http://www.morvenpark.org
17307,"NOVEMBER 14-15, 2020",Morven Park Spring  ,Morven Park Spring Horse Trials,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,http://www.morvenpark.org
17599,"MARCH 27-28, 2021",Morven Park Spring  ,Morven Park Spring Horse Trials,2,-77.555274,39.145424,41793 Tutt Lane,Morven Park Equestrian Center,Leesburg,VA,20176,http://www.morvenpark.org
17652,29-May,Mystic Valley Hunt Club  ,Fox River Valley Pony Club HT,1,-72.040755,41.404597,645 Long Cove Rd,Mystic Valley Hunt Club,Gales Ferry,CA,6335,http://www.info@mvhchorse.com/
17350,23-May,Mystic Valley Hunt Club.,Needs Key Lookup,1,-72.040755,41.404597,645 Long Cove Rd,Mystic Valley Hunt Club,Gales Ferry,CA,6335,http://www.info@mvhchorse.com/
17361,31-May,NJ Region's  ,NJ Region's H.T.(June 2019),2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501,https://www.njregionponyclub.org/nj-regions-horse-trials--5-31-2020.html
17665,6-Jun,NJ Region's    ,NJ Region's H.T.(June 2019),2,-74.498207,40.193207,626 Rte 524,The Horsepark of New Jersey,Allentown,NJ,8501,https://www.njregionponyclub.org/
17787,"OCTOBER 16-17, 2021",Ocala Fall  ,Ocala Fall HT(Oct 2019),3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,https://flhorsepark.com/
17490,"OCTOBER 10-11, 2020",Ocala Fall HT,Ocala Fall HT(Oct 2020),3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,https://flhorsepark.com/
17313,"APRIL 8-12, 2020",Ocala International 3-Day Festival of Eventing,Ocala International 3-Day Festival of Eventing,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,http://www.flhorsepark.com
17611,"APRIL 15-18, 2021",Ocala International Festival of Eventing,Ocala Jockey Club International 3-Day Event,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,http://www.flhorsepark.com
17517,"NOVEMBER 12-15, 2020",Ocala Jockey Club 3-Day International Event,Ocala Summer H.T. I(June 2019),3,-82.27048,29.40728,8720 W Hwy 318,Ocala Jockey Club,Reddick,FL,32686,http://www.OJC3DE.com
17358,"SEPTEMBER 12-13, 2020",Ocala Summer   I,Ocala Summer H.T. I(Sep 2020) RESCHEDULED ,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,https://flhorsepark.com/ocala-eventing-series/
17431,"AUGUST 15-16, 2020",Ocala Summer   II,Ocala Summer H.T. II(Aug 2019),3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,https://flhorsepark.com/ocala-eventing-series/
17662,"JUNE 5-6, 2021",Ocala Summer I  ,Ocala Summer H.T. II(Aug 2020),3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,https://flhorsepark.com/ocala-eventing-series/
17729,"AUGUST 21-22, 2021",Ocala Summer II  ,Ocala Winter I H.T. ,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,https://flhorsepark.com/ocala-eventing-series/
17278,"FEBRUARY 6-9, 2020",Ocala Winter I  ,Ocala Winter I Horse Trials,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,http://www.flhorsepark.com
17572,"FEBRUARY 11-14, 2021",Ocala Winter I  ,Ocala Winter II H.T.(Mar 2020),3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,http://www.flhorsepark.com
17295,"MARCH 12-15, 2020",Ocala Winter II  ,Ocala Winter II Horse Trials,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,http://www.flhorsepark.com
17592,"MARCH 18-21, 2021",Ocala Winter II  ,Ocala Winter I H.T. ,3,-82.139862,29.056026,11008 S Hwy 475,Florida Horse Park,Ocala ,FL,34480,http://www.flhorsepark.com
17799,"SEPTEMBER 25-26, 2021",Old Tavern   ,Needs Key Lookup,2,-77.736947,38.990605,36800 Glenwood Park Lane,Glenwood Park,Middleburg,VA,20117,http://www.mocpony.club
17420,2-Aug,Olney Farm  ,Olney Farm Horse Trials,2,-76.371651,39.47731,1001 Old Joppa Road,Olney Farm,Joppa,MD,21085,http://www.olneyfarm.com
17715,1-Aug,Olney Farm   ,Olney Farm Horse Trials,2,-76.371651,39.47731,1001 Old Joppa Road,Olney Farm,Joppa,MD,21085,http://www.olneyfarm.com
17453,"SEPTEMBER 11-13, 2020",Otter Creek Fall   ,Otter Creek Fall Horse Trial,4,-91.896561,45.103241,Otter Creek Farm 1170th Ave,Otter Creek Farm,Wheeler,WI,54772,http://www.ottercreekfarm.com/
17757,"SEPTEMBER 17-19, 2021",Otter Creek Fall   ,Otter Creek Fall Horse Trial,4,-91.896561,45.103241,Otter Creek Farm 1170th Ave,Otter Creek Farm,Wheeler,WI,54772,http://www.ottercreekfarm.com/
17342,"MAY 15-17, 2020",Otter Creek Spring  ,Otter Creek Spring H.T.(May 2019),4,-91.896561,45.103241,Otter Creek Farm 1170th Ave,Otter Creek Farm,Wheeler,WI,54772,http://www.ottercreekfarm.com/
17641,"MAY 21-23, 2021",Otter Creek Spring  ,Otter Creek Summer HT,4,-91.896561,45.103241,Otter Creek Farm 1170th Ave,Otter Creek Farm,Wheeler,WI,54772,http://www.ottercreekfarm.com/
17423,"AUGUST 7-9, 2020",Otter Creek Summer  ,Otter Creek Summer HT,4,-91.896561,45.103241,Otter Creek Farm 1170th Ave,Otter Creek Farm,Wheeler,WI,54772,http://www.ottercreekfarm.com
17724,"AUGUST 13-15, 2021",Otter Creek Summer  ,Otter Creek Summer HT,4,-91.896561,45.103241,Otter Creek Farm 1170th Ave,Otter Creek Farm,Wheeler,WI,54772,http://www.ottercreekfarm.com
17281,"FEBRUARY 14-16, 2020",Paradise Farm   ,Paradise Farm H.T.(Oct 2019),3,-81.557846,33.578014,4069 Wagener Rd.,Paradise Farm,Aiken,SC,29805,http://www.paradisefarmaiken.com
17576,"FEBRUARY 19-21, 2021",Paradise Farm   ,Paradise Farm Horse Trials (February 2019),3,-81.557846,33.578014,4069 Wagener Rd.,Paradise Farm,Aiken,SC,29805,http://www.paradisefarmaiken.com
17408,"JULY 18-19, 2020",Penny Oaks  ,Penny Oaks Horse Trials,8,-86.041138,39.307491,"Hoosier Horse Park, Camp Atterbury",Hoosier Horse Park,Edinburgh,IN,46124,http://www.pennyoaksstables.com
17497,17-Oct,Pine Hill Fall  ,Holly Hill Fall Horse Trials,5,-96.239609,29.958752,1720 Hwy 159 East Bellville,Pine Hill,Bellville,TX,77418,http://www.pinehilltexas.com/
17786,16-Oct,Pine Hill Fall  ,Holly Hill Fall Horse Trials,5,-96.239609,29.958752,1720 Hwy 159 East Bellville,Pine Hill,Bellville,TX,77418,http://www.pinehilltexas.com/
17310,4-Apr,Pine Hill Spring  ,Pine Top Spring Horse Trials,5,-96.239609,29.958752,1720 Hwy 159 East Bellville,Pine Hill,Bellville,TX,77418,http://www.pinehilltexas.com/
17604,"APRIL 3-4, 2021",Pine Hill Spring  ,Pine Top Spring Horse Trials,5,-96.239609,29.958752,1720 Hwy 159 East Bellville,Pine Hill,Bellville,TX,77418,http://www.pinehilltexas.com/
17284,"FEBRUARY 21-23, 2020",Pine Top Advanced  ,Pine Top Advanced Horse Trials,3,-82.466227,33.453217,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824,http://www.pinetopfarm.com
17577,"FEBRUARY 26-28, 2021",Pine Top Advanced  ,Pine Top Intermediate Horse Trials,3,-82.466227,33.453217,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824,http://www.pinetopfarm.com
17279,"FEBRUARY 7-9, 2020",Pine Top Intermediate  ,Pine Top Spring Horse Trials,3,-82.466227,33.453217,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824,http://www.pinetopfarm.com/#home0
17573,"FEBRUARY 12-14, 2021",Pine Top Intermediate  ,Pine Top Thanksgiving Horse Trials,3,-82.466227,33.453217,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824,http://www.pinetopfarm.com/#home0
17296,"MARCH 13-15, 2020",Pine Top Spring  ,Pine Top Spring Horse Trials,3,-82.466227,33.453217,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824,http://www.pinetopfarm.com/
17593,"MARCH 19-21, 2021",Pine Top Spring  ,Pine Top Spring Horse Trials,3,-82.466227,33.453217,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824,http://www.pinetopfarm.com/
17526,"NOVEMBER 28-29, 2020",Pine Top Thanksgiving  ,Pine Top Thanksgiving Horse Trials,3,-82.466227,33.453217,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824,http://www.pinetopfarm.com
17812,"NOVEMBER 27-28, 2021",Pine Top Thanksgiving    ,Pine Top Thanksgiving Horse Trials,3,-82.466227,33.453217,1432 Augusta Hwy,Pine Top Farm,Thomson,GA,30824,http://www.pinetopfarm.com
17364,"JUNE 5-6, 2020",Plantation Field  ,Plantation Field H.T.(June 2019),2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,http://www.Plantationfield.com
17663,5-Jun,Plantation Field   ,Plantation Field H.T.(June 2020),2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,http://www.Plantationfield.com
17321,"APRIL 18-19, 2020",Plantation Field April  ,Plantation Field International,2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,http://www.plantationfield.com
17616,"APRIL 17-18, 2021",Plantation Field April  ,Plantation Field International CCI-S(Sep 2020),2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,http://www.plantationfield.com
17461,"SEPTEMBER 16-20, 2020",Plantation Field International CCI-S,Plantation Field June Starter Horse Trials,2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,http://plantationfield.com
17753,"SEPTEMBER 15-19, 2021",Plantation Field International CCI-S  ,Plantation Field May HT,2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,http://plantationfield.com
17336,9-May,Plantation Field May  ,Plantation Field May Starter Horse Trials,2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,http://www.plantationfield.com
17628,8-May,Plantation Field May   ,Plantation Field Nov. Starter Horse Trials,2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,http://www.plantationfield.com
17628,8-May,Plantation Field May   ,Plantation Field October Starter Horse Trials,2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,http://www.plantationfield.com
17628,8-May,Plantation Field May   ,Plantation Field Spring Horse Trials (Apr 2019),2,-75.787444,39.908737,450 Apple Grove Rd.,Plantation Field,Coatesville,PA,19320,http://www.plantationfield.com
17355,"OCTOBER 2-4, 2020",Poplar Place Farm   ,Poplar Place Farm H.T.  & Area Championships,3,-84.865074,32.702297,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811,http://www.poplarplacefarm.com/
17780,"OCTOBER 9-10, 2021",Poplar Place Farm   ,Poplar Place Farm June HT & Area Championships,3,-84.865074,32.702297,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811,http://www.poplarplacefarm.com/
17664,"JUNE 5-6, 2021",Poplar Place Farm June  ,Poplar Place Farm May H.T.(JULY 2020),3,-84.865074,32.702297,8191 US Highway 27 E,Poplar Place Farm,Hamilton,GA,31811,http://www.poplarplacefarm.com/
